id_venta,fecha,id_cliente,pais,sucursal,producto,categoria,cantidad,precio_unitario,canal,metodo_pago
2032,2026-04-08,110004,Estados Unidos,Sucursal-29,Laptop Pro 14,Computadoras,4,9233.69,Marketplace,Transferencia
2033,2025-01-21,118376,Guatemala,Sucursal-8,Audifonos BT,Audio,2,378.0,Marketplace,Transferencia
2034,2025-03-24,8440,Guatemala,Sucursal-15,SSD 1TB,Almacenamiento,5,757.66,Marketplace,PayPal
2035,2025-08-23,32417,Honduras,Sucursal-4,Silla Ergonomica,Muebles,7,1470.85,App,Efectivo
2036,2025-05-03,25322,El Salvador,Sucursal-30,SSD 1TB,Almacenamiento,3,675.51,Web,Transferencia
2037,2025-11-30,18026,Estados Unidos,Sucursal-26,Laptop Pro 14,Computadoras,6,9625.13,Tienda,Efectivo
2038,2025-04-17,66154,Mexico,Sucursal-17,USB 64GB,Almacenamiento,3,79.39,Web,PayPal
2039,2025-01-12,5900,Guatemala,Sucursal-25,Mouse Gamer X,Accesorios,5,191.22,App,Efectivo
2040,2026-02-17,74829,El Salvador,Sucursal-28,Monitor 24,Monitores,3,1151.32,Marketplace,Tarjeta
2041,2025-02-15,44305,Honduras,Sucursal-13,Monitor 24,Monitores,1,1075.17,App,Transferencia
2042,2025-07-17,63977,El Salvador,Sucursal-11,Laptop Pro 14,Computadoras,2,9808.16,Tienda,Tarjeta
2043,2025-01-07,74621,Honduras,Sucursal-26,USB 64GB,Almacenamiento,6,80.15,App,PayPal
2044,2025-04-11,100272,El Salvador,Sucursal-4,USB 64GB,Almacenamiento,7,77.58,Web,Tarjeta
2045,2025-08-28,31597,El Salvador,Sucursal-17,Monitor 24,Monitores,3,1301.51,Marketplace,PayPal
2046,2025-07-13,10668,El Salvador,Sucursal-27,Monitor 24,Monitores,3,1453.93,Tienda,Transferencia
2047,2026-01-16,18776,Honduras,Sucursal-20,Silla Ergonomica,Muebles,1,1871.4,Web,Efectivo
2048,2025-10-01,63979,Estados Unidos,Sucursal-26,Audifonos BT,Audio,8,338.28,Marketplace,PayPal
2049,2025-11-10,65094,Guatemala,Sucursal-24,Router WiFi 6,Redes,6,786.25,Tienda,PayPal
2050,2025-09-16,95404,Guatemala,Sucursal-29,Silla Ergonomica,Muebles,3,1693.03,App,Transferencia
2051,2025-08-01,259,Estados Unidos,Sucursal-8,Mouse Gamer X,Accesorios,7,174.92,Web,PayPal
2052,2025-06-01,91757,Estados Unidos,Sucursal-25,Teclado Mecanico,Accesorios,7,500.2,Marketplace,Tarjeta
2053,2025-02-09,74994,Guatemala,Sucursal-14,Monitor 24,Monitores,2,1193.65,Tienda,Efectivo
2054,2026-04-04,52379,Estados Unidos,Sucursal-13,Teclado Mecanico,Accesorios,1,464.97,Marketplace,Tarjeta
2055,2025-11-14,117490,Guatemala,Sucursal-22,Audifonos BT,Audio,5,288.14,Web,Tarjeta
2056,2026-02-24,37746,El Salvador,Sucursal-20,SSD 1TB,Almacenamiento,3,757.96,Marketplace,Efectivo
2057,2026-01-30,77243,Guatemala,Sucursal-2,Impresora Laser,Impresion,2,1522.0,App,PayPal
2058,2025-10-13,11050,El Salvador,Sucursal-8,Monitor 24,Monitores,2,1258.02,Web,PayPal
2059,2026-04-27,61712,Mexico,Sucursal-14,Silla Ergonomica,Muebles,3,1776.97,Web,Transferencia
2060,2025-07-29,83552,El Salvador,Sucursal-5,Audifonos BT,Audio,3,335.61,Marketplace,PayPal
2061,2025-11-27,79701,Mexico,Sucursal-7,Audifonos BT,Audio,8,309.65,App,PayPal
2062,2026-02-07,43739,Guatemala,Sucursal-9,USB 64GB,Almacenamiento,4,74.38,Tienda,Transferencia
2063,2026-02-15,13815,Mexico,Sucursal-2,Impresora Laser,Impresion,5,1432.58,App,Transferencia
2064,2025-05-03,74846,Estados Unidos,Sucursal-1,Laptop Pro 14,Computadoras,2,8625.84,Tienda,PayPal
2065,2025-04-26,14129,Estados Unidos,Sucursal-12,Impresora Laser,Impresion,6,1481.44,App,Transferencia
2066,2025-06-23,58700,Honduras,Sucursal-12,Router WiFi 6,Redes,4,773.31,Marketplace,PayPal
2067,2025-11-22,52902,Honduras,Sucursal-9,Router WiFi 6,Redes,6,719.82,Web,Transferencia
2068,2026-04-25,111238,Mexico,Sucursal-15,Router WiFi 6,Redes,4,741.76,Web,Tarjeta
2069,2026-03-28,47241,El Salvador,Sucursal-28,Mouse Gamer X,Accesorios,1,163.83,Tienda,Tarjeta
2070,2025-06-25,71718,El Salvador,Sucursal-11,Audifonos BT,Audio,8,328.1,Marketplace,Efectivo
2071,2025-10-10,91572,Estados Unidos,Sucursal-14,Monitor 24,Monitores,4,1276.82,Tienda,Tarjeta
2072,2026-05-09,93047,Guatemala,Sucursal-11,Mouse Gamer X,Accesorios,1,168.63,Web,PayPal
2073,2025-03-18,108822,Mexico,Sucursal-3,Router WiFi 6,Redes,4,643.38,Tienda,Tarjeta
2074,2025-04-15,62564,El Salvador,Sucursal-3,Router WiFi 6,Redes,1,754.56,Web,PayPal
2075,2025-12-25,91029,Honduras,Sucursal-14,Laptop Pro 14,Computadoras,8,9636.44,Marketplace,Transferencia
2076,2025-07-08,81901,Mexico,Sucursal-29,Silla Ergonomica,Muebles,3,1695.38,App,Tarjeta
2077,2026-02-16,27723,Mexico,Sucursal-5,Silla Ergonomica,Muebles,5,1483.57,Marketplace,Tarjeta
2078,2025-05-17,83510,Honduras,Sucursal-24,SSD 1TB,Almacenamiento,1,740.34,App,Tarjeta
2079,2026-04-19,32022,Honduras,Sucursal-28,Monitor 24,Monitores,2,1150.84,Web,Efectivo
2080,2025-02-15,91576,Estados Unidos,Sucursal-5,Teclado Mecanico,Accesorios,2,389.32,Tienda,Efectivo
2081,2025-04-16,111987,Honduras,Sucursal-5,Teclado Mecanico,Accesorios,4,416.01,App,PayPal
2082,2025-05-14,43234,Guatemala,Sucursal-22,SSD 1TB,Almacenamiento,5,718.34,Tienda,PayPal
2083,2025-03-14,18281,Honduras,Sucursal-14,Monitor 24,Monitores,2,1105.58,Web,PayPal
2084,2025-07-05,17334,Mexico,Sucursal-2,Audifonos BT,Audio,3,353.43,Tienda,Transferencia
2085,2026-05-09,61803,Estados Unidos,Sucursal-6,Router WiFi 6,Redes,4,819.24,App,Efectivo
2086,2025-05-28,77705,Estados Unidos,Sucursal-14,Teclado Mecanico,Accesorios,8,469.53,App,PayPal
2087,2025-10-24,73704,Estados Unidos,Sucursal-22,Router WiFi 6,Redes,4,790.21,Tienda,Tarjeta
2088,2025-02-03,33885,Estados Unidos,Sucursal-24,Router WiFi 6,Redes,8,621.96,App,Tarjeta
2089,2026-04-14,11453,Estados Unidos,Sucursal-1,Teclado Mecanico,Accesorios,7,460.07,Web,Efectivo
2090,2025-07-30,72243,El Salvador,Sucursal-25,USB 64GB,Almacenamiento,2,84.28,Tienda,PayPal
2091,2025-06-15,83540,Guatemala,Sucursal-5,Monitor 24,Monitores,4,1344.33,Tienda,Tarjeta
2092,2025-01-11,19479,Mexico,Sucursal-7,Mouse Gamer X,Accesorios,5,154.58,Tienda,Tarjeta
2093,2025-06-29,52974,Guatemala,Sucursal-21,Router WiFi 6,Redes,7,616.78,Marketplace,PayPal
2094,2025-08-17,94560,Honduras,Sucursal-19,USB 64GB,Almacenamiento,7,65.72,Web,Tarjeta
2095,2026-02-20,94640,Honduras,Sucursal-3,Impresora Laser,Impresion,1,1601.09,Tienda,PayPal
2096,2025-07-10,97553,Guatemala,Sucursal-4,Silla Ergonomica,Muebles,5,1643.16,Web,PayPal
2097,2025-05-03,17463,El Salvador,Sucursal-13,Audifonos BT,Audio,7,338.92,Web,Tarjeta
2098,2025-01-03,108414,Guatemala,Sucursal-16,USB 64GB,Almacenamiento,5,67.84,Web,PayPal
2099,2025-04-08,68067,Mexico,Sucursal-4,SSD 1TB,Almacenamiento,2,765.89,Tienda,Transferencia
2100,2025-01-03,69720,Guatemala,Sucursal-17,SSD 1TB,Almacenamiento,2,768.12,Marketplace,Transferencia
2101,2026-04-19,112152,Estados Unidos,Sucursal-9,Mouse Gamer X,Accesorios,4,161.06,App,Transferencia
2102,2025-12-06,110254,Mexico,Sucursal-10,SSD 1TB,Almacenamiento,1,580.93,Marketplace,PayPal
2103,2025-10-20,85149,Mexico,Sucursal-4,Impresora Laser,Impresion,1,1655.09,Marketplace,PayPal
2104,2025-06-22,109411,Mexico,Sucursal-30,Teclado Mecanico,Accesorios,5,515.64,App,Transferencia
2105,2025-07-11,54404,Mexico,Sucursal-4,SSD 1TB,Almacenamiento,6,636.31,Tienda,PayPal
2106,2025-06-12,96323,Honduras,Sucursal-30,Teclado Mecanico,Accesorios,2,436.93,App,Transferencia
2107,2025-05-09,48151,Honduras,Sucursal-12,Impresora Laser,Impresion,2,1259.45,App,Tarjeta
2108,2025-05-21,3517,El Salvador,Sucursal-16,USB 64GB,Almacenamiento,1,84.31,Web,Transferencia
2109,2025-01-25,19846,Guatemala,Sucursal-27,SSD 1TB,Almacenamiento,4,745.37,App,PayPal
2110,2026-04-24,106070,El Salvador,Sucursal-14,Laptop Pro 14,Computadoras,5,8148.54,Marketplace,Tarjeta
2111,2025-07-16,72445,El Salvador,Sucursal-12,Laptop Pro 14,Computadoras,6,9885.33,Web,Transferencia
2112,2025-03-01,11628,Honduras,Sucursal-18,Laptop Pro 14,Computadoras,6,10049.44,Web,Tarjeta
2113,2025-05-04,46661,Guatemala,Sucursal-25,USB 64GB,Almacenamiento,6,66.3,Web,Transferencia
2114,2025-11-12,44530,Guatemala,Sucursal-5,Laptop Pro 14,Computadoras,3,9912.95,Marketplace,PayPal
2115,2025-05-14,44967,El Salvador,Sucursal-26,USB 64GB,Almacenamiento,4,88.81,App,PayPal
2116,2025-07-30,103336,Honduras,Sucursal-25,Mouse Gamer X,Accesorios,7,210.61,App,Transferencia
2117,2026-04-23,72393,El Salvador,Sucursal-28,Mouse Gamer X,Accesorios,4,176.62,App,Tarjeta
2118,2026-02-26,14636,Guatemala,Sucursal-25,SSD 1TB,Almacenamiento,6,611.68,Marketplace,Efectivo
2119,2025-06-21,45068,Estados Unidos,Sucursal-27,Mouse Gamer X,Accesorios,1,168.28,Tienda,Tarjeta
2120,2025-03-06,106114,Honduras,Sucursal-22,Router WiFi 6,Redes,7,754.75,Web,Efectivo
2121,2025-09-28,83169,Mexico,Sucursal-29,Teclado Mecanico,Accesorios,4,420.36,Tienda,Efectivo
2122,2025-05-11,35617,Mexico,Sucursal-15,Router WiFi 6,Redes,7,658.45,Marketplace,PayPal
2123,2025-07-02,78437,Mexico,Sucursal-5,Mouse Gamer X,Accesorios,8,190.57,Web,Tarjeta
2124,2025-03-05,114047,Estados Unidos,Sucursal-13,Silla Ergonomica,Muebles,2,1875.72,Marketplace,Efectivo
2125,2025-05-15,44427,Estados Unidos,Sucursal-15,Silla Ergonomica,Muebles,1,1628.8,App,Efectivo
2126,2025-04-21,44794,Honduras,Sucursal-23,Impresora Laser,Impresion,1,1281.31,Marketplace,Tarjeta
2127,2026-04-02,10887,Honduras,Sucursal-15,Impresora Laser,Impresion,6,1345.8,Web,Transferencia
2128,2025-05-07,40462,Honduras,Sucursal-14,USB 64GB,Almacenamiento,3,72.73,Tienda,Tarjeta
2129,2025-06-13,86787,Honduras,Sucursal-5,Monitor 24,Monitores,7,1350.58,Tienda,Transferencia
2130,2025-09-05,58543,Estados Unidos,Sucursal-3,Monitor 24,Monitores,6,1406.91,Web,Transferencia
2131,2025-11-23,1938,Guatemala,Sucursal-15,Silla Ergonomica,Muebles,2,1798.29,App,Efectivo
2132,2025-03-08,92319,Guatemala,Sucursal-14,Teclado Mecanico,Accesorios,4,504.88,App,Tarjeta
2133,2025-05-05,18655,Estados Unidos,Sucursal-22,Impresora Laser,Impresion,4,1307.72,Marketplace,PayPal
2134,2026-05-05,62717,Guatemala,Sucursal-14,Laptop Pro 14,Computadoras,7,9997.3,Web,PayPal
2135,2026-05-04,33245,Estados Unidos,Sucursal-23,Teclado Mecanico,Accesorios,4,403.64,Web,Transferencia
2136,2025-11-25,52924,El Salvador,Sucursal-1,Audifonos BT,Audio,7,297.22,Tienda,PayPal
2137,2025-07-05,36538,Honduras,Sucursal-25,Router WiFi 6,Redes,6,634.03,Tienda,Tarjeta
2138,2026-01-04,27403,Mexico,Sucursal-30,SSD 1TB,Almacenamiento,1,557.03,Marketplace,Tarjeta
2139,2026-03-22,96126,Honduras,Sucursal-6,Teclado Mecanico,Accesorios,7,507.86,Web,Tarjeta
2140,2025-06-02,6721,Honduras,Sucursal-22,Mouse Gamer X,Accesorios,5,177.4,App,PayPal
2141,2025-12-12,89945,Guatemala,Sucursal-21,Silla Ergonomica,Muebles,2,1912.8,Tienda,Efectivo
2142,2026-02-28,108863,Estados Unidos,Sucursal-16,Audifonos BT,Audio,2,332.09,Marketplace,Efectivo
2143,2025-03-11,90627,Guatemala,Sucursal-24,Laptop Pro 14,Computadoras,3,8471.42,Tienda,PayPal
2144,2025-06-28,70976,Honduras,Sucursal-5,Mouse Gamer X,Accesorios,5,212.21,Marketplace,PayPal
2145,2025-02-03,64896,El Salvador,Sucursal-15,Router WiFi 6,Redes,8,628.28,Tienda,Efectivo
2146,2025-06-21,79537,Mexico,Sucursal-12,SSD 1TB,Almacenamiento,5,597.41,App,Tarjeta
2147,2025-12-21,100726,Honduras,Sucursal-13,Impresora Laser,Impresion,5,1706.28,Marketplace,PayPal
2148,2025-05-13,28700,Honduras,Sucursal-25,Laptop Pro 14,Computadoras,2,7289.67,Marketplace,Tarjeta
2149,2025-12-31,58254,Honduras,Sucursal-8,Silla Ergonomica,Muebles,6,1446.82,App,Efectivo
2150,2025-03-13,3971,Guatemala,Sucursal-24,USB 64GB,Almacenamiento,1,82.33,Tienda,Transferencia
2151,2025-12-09,1231,Estados Unidos,Sucursal-30,Laptop Pro 14,Computadoras,8,9637.78,App,Efectivo
2152,2025-06-10,3064,El Salvador,Sucursal-18,Teclado Mecanico,Accesorios,3,503.0,App,PayPal
2153,2025-08-13,7965,Guatemala,Sucursal-18,Impresora Laser,Impresion,4,1570.63,Marketplace,Efectivo
2154,2026-02-07,85195,Guatemala,Sucursal-21,Impresora Laser,Impresion,1,1602.53,App,PayPal
2155,2025-06-27,94451,Mexico,Sucursal-15,Silla Ergonomica,Muebles,7,1549.67,App,Transferencia
2156,2025-02-22,7357,Guatemala,Sucursal-30,Impresora Laser,Impresion,2,1627.66,Marketplace,Tarjeta
2157,2025-12-06,67709,Guatemala,Sucursal-6,Mouse Gamer X,Accesorios,8,178.09,Tienda,PayPal
2158,2025-05-17,110773,El Salvador,Sucursal-28,SSD 1TB,Almacenamiento,8,605.69,Marketplace,Transferencia
2159,2025-09-02,102795,Honduras,Sucursal-30,Monitor 24,Monitores,1,1188.26,App,PayPal
2160,2025-06-05,51822,Guatemala,Sucursal-15,Mouse Gamer X,Accesorios,2,174.84,Tienda,PayPal
2161,2025-11-12,104180,Mexico,Sucursal-13,Teclado Mecanico,Accesorios,2,410.46,Marketplace,Transferencia
2162,2025-12-19,11386,Honduras,Sucursal-5,Mouse Gamer X,Accesorios,3,192.91,Tienda,Tarjeta
2163,2026-01-17,99823,Estados Unidos,Sucursal-3,Audifonos BT,Audio,6,279.36,Marketplace,Transferencia
2164,2025-12-15,32240,Estados Unidos,Sucursal-20,Laptop Pro 14,Computadoras,2,9811.09,App,PayPal
2165,2025-02-18,90059,Mexico,Sucursal-30,Mouse Gamer X,Accesorios,2,186.78,Marketplace,PayPal
2166,2025-09-04,26033,Honduras,Sucursal-22,Silla Ergonomica,Muebles,4,1602.74,App,Efectivo
2167,2026-02-19,53678,Guatemala,Sucursal-4,Monitor 24,Monitores,2,1108.44,Web,Efectivo
2168,2026-02-20,9774,Estados Unidos,Sucursal-4,Audifonos BT,Audio,7,272.9,Web,Efectivo
2169,2025-01-06,30927,Estados Unidos,Sucursal-24,Monitor 24,Monitores,1,1080.05,App,Efectivo
2170,2026-03-15,68705,Mexico,Sucursal-9,Impresora Laser,Impresion,2,1580.16,Marketplace,Transferencia
2171,2026-04-14,24678,Honduras,Sucursal-2,Teclado Mecanico,Accesorios,6,441.25,Web,Tarjeta
2172,2026-01-23,116583,Estados Unidos,Sucursal-8,Impresora Laser,Impresion,5,1426.4,Marketplace,Efectivo
2173,2026-01-06,114416,Estados Unidos,Sucursal-17,Router WiFi 6,Redes,8,653.65,Marketplace,Efectivo
2174,2025-06-07,97443,Honduras,Sucursal-25,Monitor 24,Monitores,3,1465.56,App,Efectivo
2175,2025-07-31,71870,Guatemala,Sucursal-3,Mouse Gamer X,Accesorios,4,183.02,Tienda,Transferencia
2176,2026-03-13,54554,El Salvador,Sucursal-8,Laptop Pro 14,Computadoras,1,8816.34,Web,Tarjeta
2177,2025-10-02,33497,Mexico,Sucursal-18,SSD 1TB,Almacenamiento,4,625.59,Tienda,Efectivo
2178,2025-10-03,86441,Estados Unidos,Sucursal-17,SSD 1TB,Almacenamiento,6,642.23,Web,PayPal
2179,2026-03-25,3665,Honduras,Sucursal-17,Teclado Mecanico,Accesorios,2,460.67,Web,Efectivo
2180,2026-02-24,52190,El Salvador,Sucursal-24,Monitor 24,Monitores,7,1128.26,Marketplace,Tarjeta
2181,2026-03-20,21356,Estados Unidos,Sucursal-11,Audifonos BT,Audio,4,331.33,App,Transferencia
2182,2025-12-16,18476,El Salvador,Sucursal-22,Mouse Gamer X,Accesorios,2,175.89,Marketplace,Efectivo
2183,2026-03-27,87439,Mexico,Sucursal-1,Audifonos BT,Audio,7,335.01,Tienda,Tarjeta
2184,2025-02-06,18217,Guatemala,Sucursal-30,SSD 1TB,Almacenamiento,6,574.27,Tienda,PayPal
2185,2025-06-17,43216,Estados Unidos,Sucursal-12,Monitor 24,Monitores,7,1215.4,Web,Tarjeta
2186,2026-04-07,22268,Honduras,Sucursal-2,Router WiFi 6,Redes,2,655.35,Tienda,Tarjeta
2187,2025-03-05,104490,Mexico,Sucursal-19,Teclado Mecanico,Accesorios,5,485.18,Marketplace,Efectivo
2188,2025-01-15,70877,Guatemala,Sucursal-6,Audifonos BT,Audio,4,335.87,Marketplace,Tarjeta
2189,2025-05-28,47216,Mexico,Sucursal-20,Teclado Mecanico,Accesorios,3,452.19,Web,PayPal
2190,2025-06-25,41363,Guatemala,Sucursal-7,Router WiFi 6,Redes,4,677.05,Web,Transferencia
2191,2025-12-15,68548,Mexico,Sucursal-5,Router WiFi 6,Redes,8,627.65,Web,Efectivo
2192,2025-12-09,27598,Honduras,Sucursal-24,Impresora Laser,Impresion,3,1690.96,Marketplace,Efectivo
2193,2025-03-10,54254,Estados Unidos,Sucursal-25,Router WiFi 6,Redes,3,640.4,Web,Transferencia
2194,2025-12-31,109736,Mexico,Sucursal-25,Mouse Gamer X,Accesorios,3,211.55,Tienda,Tarjeta
2195,2026-01-23,4746,Honduras,Sucursal-6,Router WiFi 6,Redes,6,660.74,App,Tarjeta
2196,2025-10-10,12055,Estados Unidos,Sucursal-3,Laptop Pro 14,Computadoras,4,9760.85,App,PayPal
2197,2025-05-10,38055,Mexico,Sucursal-6,Teclado Mecanico,Accesorios,1,405.72,Marketplace,PayPal
2198,2026-04-06,86608,Guatemala,Sucursal-7,Audifonos BT,Audio,5,376.09,Tienda,PayPal
2199,2025-09-17,53586,Estados Unidos,Sucursal-26,Teclado Mecanico,Accesorios,4,402.55,Web,PayPal
2200,2025-01-28,18111,El Salvador,Sucursal-30,SSD 1TB,Almacenamiento,2,672.97,Web,PayPal
2201,2025-03-31,59255,El Salvador,Sucursal-4,Silla Ergonomica,Muebles,2,1534.59,Marketplace,Efectivo
2202,2025-05-14,112063,El Salvador,Sucursal-9,USB 64GB,Almacenamiento,3,81.33,Tienda,Tarjeta
2203,2026-05-13,17333,Guatemala,Sucursal-22,Router WiFi 6,Redes,1,715.34,Marketplace,Transferencia
2204,2026-03-14,90548,Guatemala,Sucursal-6,Mouse Gamer X,Accesorios,3,194.8,App,Transferencia
2205,2025-06-06,117453,El Salvador,Sucursal-13,Mouse Gamer X,Accesorios,2,187.0,Web,Tarjeta
2206,2025-12-19,25174,Mexico,Sucursal-15,Laptop Pro 14,Computadoras,6,7603.11,App,Transferencia
2207,2025-04-17,78803,Mexico,Sucursal-11,Router WiFi 6,Redes,1,650.93,Web,PayPal
2208,2025-06-29,73638,Estados Unidos,Sucursal-6,Silla Ergonomica,Muebles,6,1521.23,Marketplace,Transferencia
2209,2026-04-06,103679,El Salvador,Sucursal-23,Teclado Mecanico,Accesorios,6,532.8,Tienda,Tarjeta
2210,2025-10-09,73947,Guatemala,Sucursal-28,Laptop Pro 14,Computadoras,6,9720.55,Web,Efectivo
2211,2025-03-05,51844,Guatemala,Sucursal-15,Silla Ergonomica,Muebles,7,1687.54,App,Tarjeta
2212,2025-06-18,102429,Guatemala,Sucursal-23,Teclado Mecanico,Accesorios,2,387.2,Marketplace,Tarjeta
2213,2026-02-12,876,El Salvador,Sucursal-2,Router WiFi 6,Redes,6,776.25,Tienda,PayPal
2214,2025-04-05,93495,El Salvador,Sucursal-17,Audifonos BT,Audio,2,292.86,App,Transferencia
2215,2025-11-07,98015,El Salvador,Sucursal-4,Teclado Mecanico,Accesorios,7,492.7,Web,Transferencia
2216,2025-04-02,91555,Honduras,Sucursal-28,Monitor 24,Monitores,7,1262.85,Tienda,PayPal
2217,2026-03-05,21860,Mexico,Sucursal-9,Silla Ergonomica,Muebles,7,1425.55,Web,Transferencia
2218,2025-02-19,107806,Estados Unidos,Sucursal-9,Audifonos BT,Audio,7,378.6,App,Efectivo
2219,2025-02-25,102082,Guatemala,Sucursal-23,Audifonos BT,Audio,2,374.29,Web,PayPal
2220,2026-02-04,80151,Guatemala,Sucursal-15,Impresora Laser,Impresion,4,1718.96,App,Efectivo
2221,2025-10-02,59118,Guatemala,Sucursal-10,Silla Ergonomica,Muebles,3,1604.52,Marketplace,Transferencia
2222,2025-01-27,80980,El Salvador,Sucursal-27,Silla Ergonomica,Muebles,7,1660.0,App,Transferencia
2223,2025-07-08,35740,Estados Unidos,Sucursal-23,Mouse Gamer X,Accesorios,5,181.79,Tienda,Tarjeta
2224,2026-05-12,22862,Guatemala,Sucursal-5,USB 64GB,Almacenamiento,3,82.68,Marketplace,PayPal
2225,2026-04-16,19663,El Salvador,Sucursal-9,Audifonos BT,Audio,4,273.51,App,Tarjeta
2226,2025-07-14,20239,Estados Unidos,Sucursal-3,Monitor 24,Monitores,8,1144.84,Marketplace,Efectivo
2227,2025-05-14,50125,Honduras,Sucursal-7,Router WiFi 6,Redes,3,740.18,Tienda,Transferencia
2228,2026-03-23,108987,Guatemala,Sucursal-6,Mouse Gamer X,Accesorios,8,198.47,Tienda,Efectivo
2229,2026-05-08,115940,Mexico,Sucursal-21,Monitor 24,Monitores,2,1294.41,Tienda,PayPal
2230,2025-10-15,92669,Mexico,Sucursal-12,Mouse Gamer X,Accesorios,5,165.66,Tienda,Tarjeta
2231,2025-02-22,9016,Honduras,Sucursal-27,Router WiFi 6,Redes,1,702.14,Tienda,Transferencia
2232,2025-05-03,17460,El Salvador,Sucursal-27,Router WiFi 6,Redes,4,720.03,App,Efectivo
2233,2025-03-13,112995,El Salvador,Sucursal-18,USB 64GB,Almacenamiento,5,78.56,App,Efectivo
2234,2025-07-08,55346,El Salvador,Sucursal-2,Router WiFi 6,Redes,2,656.31,Tienda,Efectivo
2235,2026-02-03,40230,Estados Unidos,Sucursal-10,Impresora Laser,Impresion,3,1299.29,App,Efectivo
2236,2025-03-06,59337,El Salvador,Sucursal-3,Mouse Gamer X,Accesorios,6,171.02,Tienda,Efectivo
2237,2025-07-17,66603,Honduras,Sucursal-14,Monitor 24,Monitores,2,1272.22,Tienda,PayPal
2238,2026-05-15,14218,Estados Unidos,Sucursal-25,Silla Ergonomica,Muebles,3,1898.36,Tienda,Tarjeta
2239,2025-04-13,54081,Honduras,Sucursal-11,Laptop Pro 14,Computadoras,5,8651.95,Marketplace,Transferencia
2240,2026-01-18,104660,Mexico,Sucursal-25,Mouse Gamer X,Accesorios,8,167.53,Tienda,Transferencia
2241,2025-10-26,89654,El Salvador,Sucursal-26,Mouse Gamer X,Accesorios,4,205.05,Web,Efectivo
2242,2025-12-20,116856,Estados Unidos,Sucursal-29,Laptop Pro 14,Computadoras,6,9633.48,Tienda,Efectivo
2243,2025-02-03,84169,Honduras,Sucursal-23,Impresora Laser,Impresion,1,1652.19,Web,Efectivo
2244,2025-01-13,64260,Mexico,Sucursal-10,Mouse Gamer X,Accesorios,3,179.48,Marketplace,Efectivo
2245,2025-11-08,105489,El Salvador,Sucursal-5,Monitor 24,Monitores,7,1429.92,Tienda,PayPal
2246,2025-01-23,20621,Guatemala,Sucursal-18,Silla Ergonomica,Muebles,3,1625.92,Web,Tarjeta
2247,2025-01-10,104350,Guatemala,Sucursal-20,Impresora Laser,Impresion,4,1259.95,App,PayPal
2248,2025-08-07,95455,El Salvador,Sucursal-21,Router WiFi 6,Redes,8,793.12,App,Transferencia
2249,2025-10-12,114554,Honduras,Sucursal-9,Monitor 24,Monitores,5,1179.52,Tienda,Tarjeta
2250,2025-05-07,48771,Guatemala,Sucursal-10,Teclado Mecanico,Accesorios,4,493.71,App,PayPal
2251,2025-12-13,8749,Estados Unidos,Sucursal-2,Monitor 24,Monitores,6,1253.23,Tienda,Tarjeta
2252,2025-07-07,79222,Estados Unidos,Sucursal-24,SSD 1TB,Almacenamiento,7,719.31,App,Tarjeta
2253,2025-07-28,101,Honduras,Sucursal-25,Silla Ergonomica,Muebles,2,1586.34,App,Transferencia
2254,2025-01-18,27236,Honduras,Sucursal-22,USB 64GB,Almacenamiento,4,82.31,App,Transferencia
2255,2025-05-30,50139,Guatemala,Sucursal-20,Mouse Gamer X,Accesorios,2,191.13,Marketplace,Transferencia
2256,2025-05-07,70163,Mexico,Sucursal-10,Impresora Laser,Impresion,1,1377.86,Marketplace,Transferencia
2257,2025-02-01,8071,Honduras,Sucursal-24,Silla Ergonomica,Muebles,3,1373.69,Web,Efectivo
2258,2026-01-11,44688,Estados Unidos,Sucursal-15,Impresora Laser,Impresion,4,1236.37,Tienda,Transferencia
2259,2025-04-01,2975,Estados Unidos,Sucursal-9,Router WiFi 6,Redes,4,637.3,Web,PayPal
2260,2025-11-29,104419,Estados Unidos,Sucursal-20,Laptop Pro 14,Computadoras,5,9465.0,Marketplace,Transferencia
2261,2026-04-06,13237,Estados Unidos,Sucursal-18,Router WiFi 6,Redes,2,722.68,Tienda,Tarjeta
2262,2025-08-15,72448,Honduras,Sucursal-26,USB 64GB,Almacenamiento,8,72.51,Tienda,Tarjeta
2263,2025-04-10,110206,Mexico,Sucursal-16,Laptop Pro 14,Computadoras,6,10175.71,Tienda,Tarjeta
2264,2026-01-18,68,Mexico,Sucursal-3,Mouse Gamer X,Accesorios,6,195.04,Marketplace,Transferencia
2265,2025-09-04,92895,Honduras,Sucursal-13,Mouse Gamer X,Accesorios,6,193.09,Tienda,PayPal
2266,2026-04-11,40533,Guatemala,Sucursal-22,SSD 1TB,Almacenamiento,5,723.36,Web,Efectivo
2267,2025-02-19,12812,Estados Unidos,Sucursal-16,Mouse Gamer X,Accesorios,7,205.94,App,PayPal
2268,2026-04-03,40595,El Salvador,Sucursal-1,Monitor 24,Monitores,6,1419.67,Web,Tarjeta
2269,2025-06-02,101972,Guatemala,Sucursal-20,Laptop Pro 14,Computadoras,3,9070.74,App,Efectivo
2270,2025-08-10,14381,Mexico,Sucursal-27,Monitor 24,Monitores,6,1468.62,Marketplace,PayPal
2271,2025-12-26,91607,Guatemala,Sucursal-30,Silla Ergonomica,Muebles,7,1736.86,Tienda,Transferencia
2272,2025-08-22,42603,Estados Unidos,Sucursal-16,Mouse Gamer X,Accesorios,7,154.52,Web,Transferencia
